dest room|bill room|date|time|#orders|menu id
S102|S102|2016-06-23|00:42:00|2|3
restaurant|N72|2016-05-06|00:58:00|2|11
D30|D30|2016-06-01|12:15:00|1|4
S109|S109|2016-04-18|09:04:00|3|8
restaurant|S110|2016-04-18|21:52:00|1|3
L38|L38|2016-06-01|10:45:00|1|5
L38|L38|2016-05-31|08:22:00|5|15
restaurant|L25|2016-05-11|13:55:00|2|5
L38|L38|2016-06-21|21:14:00|5|8
L38|L38|2016-06-22|05:11:00|2|1
restaurant|L38|2016-06-23|11:49:00|4|7
restaurant|N79|2016-05-14|06:10:00|1|10
restaurant|L45|2016-05-03|05:56:00|1|9
restaurant|L45|2016-05-05|23:45:00|1|11
restaurant|L45|2016-05-03|04:33:00|5|13
restaurant|L45|2016-05-03|11:31:00|1|10
L45|L45|2016-05-08|02:34:00|1|4
S111|S111|2016-04-14|14:47:00|1|7
S112|S112|2016-04-20|13:32:00|2|9
S112|S112|2016-04-20|17:39:00|2|4
S113|S113|2016-04-21|12:20:00|4|0
restaurant|S113|2016-04-20|06:03:00|1|7
restaurant|S87|2016-06-15|09:01:00|3|12
L46|L46|2016-05-08|07:43:00|5|1
restaurant|L46|2016-05-05|06:40:00|2|1
L46|L46|2016-05-07|03:48:00|1|3
restaurant|L56|2016-06-27|11:56:00|2|8
L56|L56|2016-06-27|20:12:00|3|12
restaurant|L46|2016-06-17|23:32:00|4|13
L46|L46|2016-06-15|06:30:00|1|7
restaurant|L36|2016-05-23|21:38:00|1|12
restaurant|L36|2016-05-23|07:56:00|2|12
restaurant|L47|2016-06-09|14:43:00|1|1
restaurant|L47|2016-06-16|20:40:00|4|1
restaurant|L47|2016-06-17|05:05:00|2|6
restaurant|L47|2016-06-14|06:44:00|1|6
L47|L47|2016-06-09|02:09:00|4|4
restaurant|L38|2016-05-14|23:11:00|3|8
L21|L21|2016-05-04|23:40:00|3|14
L5|L5|2016-06-13|01:23:00|4|6
restaurant|S137|2016-05-03|19:14:00|5|15
restaurant|S138|2016-05-04|12:47:00|2|14
restaurant|S141|2016-05-04|06:42:00|1|6
L32|L32|2016-04-25|21:33:00|3|14
restaurant|L36|2016-04-25|11:50:00|4|13
L20|L20|2016-04-14|13:02:00|2|6
L20|L20|2016-04-21|11:47:00|2|9
restaurant|L20|2016-04-14|21:44:00|2|0
L20|L20|2016-04-13|19:53:00|2|15
L20|L20|2016-04-21|14:28:00|3|9
restaurant|L20|2016-04-21|09:01:00|3|6
restaurant|L20|2016-04-17|00:30:00|5|5
restaurant|L20|2016-04-23|03:30:00|5|15
L39|L39|2016-06-26|16:32:00|1|14
restaurant|L47|2016-05-12|14:53:00|5|6
S74|S74|2016-04-15|03:28:00|3|11
restaurant|S74|2016-04-19|19:30:00|2|14
restaurant|S74|2016-04-18|09:53:00|1|8
S75|S75|2016-04-25|16:36:00|2|7
restaurant|S75|2016-04-18|00:27:00|3|4
restaurant|S75|2016-04-19|06:27:00|5|4
S75|S75|2016-04-24|15:29:00|1|9
S76|S76|2016-04-22|23:53:00|1|3
restaurant|S76|2016-04-22|12:47:00|2|7
S77|S77|2016-04-27|07:40:00|1|3
restaurant|S79|2016-04-11|23:35:00|4|1
restaurant|S80|2016-04-12|13:04:00|3|15
L11|L11|2016-04-19|02:31:00|1|8
L11|L11|2016-04-17|09:04:00|1|10
restaurant|L11|2016-04-18|20:01:00|1|9
restaurant|L22|2016-04-16|16:20:00|3|10
restaurant|L22|2016-04-18|23:14:00|3|9
L27|L27|2016-05-11|18:51:00|1|0
restaurant|L35|2016-04-09|05:59:00|2|13
restaurant|L35|2016-04-10|12:06:00|3|9
L35|L35|2016-04-11|13:35:00|5|8
S72|S72|2016-05-25|13:50:00|1|14
S73|S73|2016-05-23|03:14:00|2|12
restaurant|S86|2016-05-27|17:44:00|5|2
restaurant|L39|2016-05-28|22:53:00|2|8
L39|L39|2016-05-24|01:32:00|4|9
L39|L39|2016-05-29|14:44:00|3|6
L39|L39|2016-05-24|15:49:00|4|0
L39|L39|2016-05-24|00:19:00|1|2
restaurant|L40|2016-05-24|17:14:00|5|2
restaurant|L40|2016-05-24|03:52:00|3|4
L40|L40|2016-05-24|11:25:00|5|1
L40|L40|2016-05-30|07:40:00|1|2
restaurant|S92|2016-05-06|19:53:00|5|9
S93|S93|2016-05-09|22:19:00|2|0
restaurant|S71|2016-04-30|10:26:00|5|3
S72|S72|2016-05-03|01:56:00|4|15
restaurant|L37|2016-05-24|19:46:00|1|9
restaurant|L37|2016-05-19|06:16:00|5|5
L38|L38|2016-05-20|00:58:00|4|3
restaurant|L28|2016-05-09|08:10:00|1|10
restaurant|L28|2016-05-10|21:11:00|1|2
restaurant|L28|2016-05-08|06:45:00|5|6
S91|S91|2016-06-17|13:12:00|5|11
restaurant|S92|2016-06-17|00:24:00|1|2
restaurant|S64|2016-04-26|03:50:00|3|13
L40|L40|2016-05-02|04:05:00|1|14
restaurant|L40|2016-05-02|23:07:00|1|9
L24|L24|2016-06-18|11:41:00|2|8
restaurant|L24|2016-06-20|14:31:00|3|13
L26|L26|2016-06-19|01:36:00|1|6
restaurant|L26|2016-06-19|19:19:00|1|1
restaurant|S109|2016-05-29|12:12:00|4|14
restaurant|S119|2016-05-29|21:51:00|5|13
restaurant|S121|2016-05-28|03:05:00|2|2
restaurant|S94|2016-06-21|02:04:00|5|1
restaurant|S94|2016-06-24|01:02:00|1|6
restaurant|S95|2016-06-24|20:52:00|4|6
restaurant|S96|2016-06-16|03:22:00|3|9
restaurant|S97|2016-06-21|21:04:00|2|0
S97|S97|2016-06-24|02:58:00|1|15
restaurant|S98|2016-06-20|07:00:00|5|12
S98|S98|2016-06-19|06:41:00|1|7
restaurant|S80|2016-06-20|10:48:00|4|12
S80|S80|2016-06-21|02:22:00|4|2
L22|L22|2016-06-10|03:03:00|1|3
restaurant|L48|2016-06-17|21:14:00|2|14
restaurant|L48|2016-06-16|15:50:00|5|11
restaurant|L31|2016-04-24|19:27:00|3|6
L14|L14|2016-06-04|07:30:00|5|4
L17|L17|2016-06-04|01:57:00|4|12
restaurant|L20|2016-06-13|21:50:00|3|6
L20|L20|2016-06-07|22:40:00|5|7
restaurant|L20|2016-06-08|09:37:00|3|3
restaurant|L20|2016-06-10|05:36:00|5|12
restaurant|L20|2016-06-08|07:55:00|2|5
L20|L20|2016-06-05|01:06:00|2|13
L20|L20|2016-06-13|01:06:00|4|14
restaurant|S73|2016-05-12|16:48:00|4|6
restaurant|L40|2016-06-22|10:33:00|4|11
L40|L40|2016-06-20|06:00:00|2|7
restaurant|L40|2016-06-24|21:43:00|2|9
restaurant|L22|2016-04-07|07:04:00|4|5
restaurant|L36|2016-04-14|04:59:00|3|0
restaurant|S67|2016-06-04|03:02:00|1|9
restaurant|S68|2016-06-03|14:22:00|3|1
S68|S68|2016-06-07|18:10:00|3|0
restaurant|S69|2016-06-02|11:32:00|1|12
restaurant|S69|2016-06-05|06:05:00|5|8
L37|L37|2016-04-12|02:34:00|4|14
restaurant|L38|2016-04-12|08:54:00|4|10
S82|S82|2016-04-12|23:51:00|4|15
restaurant|S84|2016-04-11|09:44:00|2|13
L34|L34|2016-06-23|06:45:00|5|0
L35|L35|2016-06-20|15:59:00|3|13
L35|L35|2016-06-21|21:33:00|3|13
L39|L39|2016-04-12|22:10:00|3|0
D28|D28|2016-06-27|16:07:00|4|6
restaurant|X43|2016-06-24|17:53:00|2|6
L40|L40|2016-04-11|22:22:00|5|8
restaurant|L40|2016-04-07|21:24:00|1|11
L40|L40|2016-04-12|01:08:00|5|0
L40|L40|2016-04-12|14:01:00|1|1
restaurant|L40|2016-04-12|22:40:00|3|13
restaurant|S103|2016-06-17|23:14:00|2|13
S70|S70|2016-06-04|00:46:00|4|9
S72|S72|2016-05-30|20:31:00|1|9
restaurant|S72|2016-05-31|13:41:00|5|4
restaurant|L41|2016-05-30|19:23:00|1|14
L41|L41|2016-06-03|06:14:00|4|2
L42|L42|2016-05-30|12:03:00|5|15
restaurant|L42|2016-05-31|07:03:00|5|14
L42|L42|2016-05-30|19:11:00|5|8
restaurant|L42|2016-05-29|19:16:00|5|13
restaurant|L46|2016-06-02|23:15:00|1|4
L46|L46|2016-06-06|21:53:00|2|2
L46|L46|2016-06-02|19:11:00|5|3
restaurant|S70|2016-05-20|09:24:00|1|4
restaurant|S72|2016-05-17|03:25:00|3|0
restaurant|L14|2016-05-08|03:46:00|1|14
restaurant|L14|2016-05-10|02:36:00|3|4
L15|L15|2016-05-08|02:14:00|1|7
restaurant|S103|2016-06-22|02:28:00|3|7
restaurant|S104|2016-06-24|15:43:00|4|14
restaurant|L42|2016-05-18|08:04:00|1|6
restaurant|L42|2016-05-17|18:29:00|4|4
restaurant|L42|2016-05-19|02:09:00|3|1
restaurant|L45|2016-05-18|14:22:00|5|12
restaurant|L45|2016-05-16|07:45:00|3|0
restaurant|L41|2016-04-30|20:59:00|1|13
L41|L41|2016-04-27|16:26:00|4|2
restaurant|D38|2016-04-07|15:13:00|4|13
L41|L41|2016-04-11|09:53:00|3|15
L22|L22|2016-06-07|06:39:00|1|10
restaurant|L22|2016-06-07|03:21:00|3|3
S94|S94|2016-05-12|05:47:00|2|7
restaurant|S94|2016-05-06|14:30:00|3|8
S95|S95|2016-05-03|14:18:00|2|11
restaurant|S95|2016-05-11|06:28:00|1|8
S95|S95|2016-05-06|22:09:00|3|15
restaurant|S96|2016-05-09|23:32:00|4|11
restaurant|S96|2016-05-06|11:56:00|4|15
restaurant|S96|2016-05-05|02:37:00|5|13
restaurant|L35|2016-05-19|03:29:00|4|15
restaurant|L35|2016-05-17|02:15:00|2|15
N93|N93|2016-06-09|04:33:00|5|7
restaurant|N94|2016-06-16|19:50:00|5|4
restaurant|X34|2016-05-04|07:00:00|5|15
restaurant|L14|2016-04-18|13:34:00|1|11
restaurant|L51|2016-05-11|04:45:00|4|7
restaurant|L51|2016-05-17|00:08:00|3|4
L51|L51|2016-05-18|08:17:00|2|2
L51|L51|2016-05-13|12:24:00|5|2
L51|L51|2016-05-08|19:04:00|5|12
restaurant|L51|2016-05-08|11:27:00|4|8
restaurant|L51|2016-05-16|06:42:00|2|8
L51|L51|2016-05-04|14:32:00|3|7
restaurant|S82|2016-05-17|08:56:00|2|1
S85|S85|2016-05-16|17:41:00|2|13
L32|L32|2016-04-08|05:17:00|3|13
restaurant|L21|2016-05-23|14:22:00|4|7
restaurant|L21|2016-05-27|23:17:00|2|12
L49|L49|2016-06-17|00:39:00|3|14
restaurant|L49|2016-06-17|19:44:00|5|9
restaurant|L41|2016-06-19|06:11:00|5|5
L41|L41|2016-06-25|12:52:00|3|15
restaurant|L41|2016-06-20|21:57:00|4|9
restaurant|L41|2016-06-20|11:33:00|3|4
S75|S75|2016-06-06|23:15:00|3|3
restaurant|S75|2016-06-11|21:20:00|5|5
S76|S76|2016-06-10|08:51:00|5|12
restaurant|S76|2016-06-08|04:07:00|2|13
L27|L27|2016-06-19|13:52:00|3|12
L42|L42|2016-05-01|13:39:00|5|3
restaurant|L42|2016-05-01|04:21:00|2|9
restaurant|L42|2016-05-01|02:13:00|5|12
restaurant|L42|2016-04-29|03:38:00|2|1
restaurant|S76|2016-04-30|06:06:00|5|7
S77|S77|2016-04-29|06:42:00|2|0
L47|L47|2016-04-13|01:09:00|2|7
restaurant|L47|2016-04-19|19:35:00|4|10
restaurant|L47|2016-04-17|12:12:00|3|2
restaurant|L47|2016-04-15|03:19:00|2|3
S86|S86|2016-04-12|21:00:00|2|2
restaurant|S88|2016-04-16|19:18:00|5|12
restaurant|S89|2016-04-14|18:56:00|5|10
L1|L1|2016-07-08|07:05:00|3|8
L1|L1|2016-07-01|04:31:00|1|7
restaurant|L1|2016-07-07|02:44:00|4|15
L1|L1|2016-07-03|13:05:00|5|3
restaurant|L1|2016-06-30|17:04:00|5|14
L1|L1|2016-06-29|05:05:00|1|0
restaurant|S91|2016-04-11|04:09:00|5|9
S91|S91|2016-04-13|05:49:00|4|15
S98|S98|2016-05-07|00:00:00|4|2
S101|S101|2016-05-06|04:18:00|4|4
L46|L46|2016-05-14|02:41:00|2|11
S103|S103|2016-06-08|06:17:00|4|6
restaurant|S105|2016-06-11|11:42:00|3|10
S40|S40|2016-04-24|02:19:00|1|3
restaurant|S42|2016-04-27|15:45:00|4|1
restaurant|S43|2016-04-24|19:03:00|5|4
restaurant|L0|2016-06-07|14:24:00|3|6
restaurant|S105|2016-06-24|22:28:00|1|1
restaurant|S105|2016-06-25|06:53:00|3|5
restaurant|S106|2016-06-26|07:18:00|3|4
restaurant|S106|2016-06-23|07:20:00|4|8
S108|S108|2016-06-23|13:12:00|2|4
L23|L23|2016-06-08|22:14:00|5|3
restaurant|S115|2016-04-19|21:31:00|4|8
restaurant|S117|2016-04-21|19:53:00|1|13
S79|S79|2016-06-01|16:11:00|1|11
S86|S86|2016-05-10|02:26:00|4|11
S86|S86|2016-05-16|18:00:00|3|12
restaurant|S89|2016-05-15|10:56:00|5|13
restaurant|S89|2016-05-10|15:00:00|4|0
S90|S90|2016-05-16|17:53:00|2|12
restaurant|S90|2016-05-16|04:53:00|2|5
L42|L42|2016-04-13|06:52:00|1|15
restaurant|L42|2016-04-12|10:05:00|1|14
restaurant|S28|2016-04-10|23:37:00|4|0
restaurant|S92|2016-04-13|17:35:00|4|12
restaurant|S94|2016-04-13|17:18:00|3|10
restaurant|L24|2016-05-26|19:45:00|2|12
S103|S103|2016-05-06|04:05:00|1|11
S104|S104|2016-05-05|00:26:00|4|9
restaurant|S105|2016-05-08|11:14:00|3|7
restaurant|L43|2016-05-04|04:54:00|2|9
restaurant|L43|2016-05-03|20:36:00|5|2
restaurant|L43|2016-05-03|20:06:00|1|9
restaurant|L43|2016-05-03|09:40:00|2|1
restaurant|L33|2016-04-26|14:50:00|5|6
restaurant|L33|2016-04-24|04:15:00|5|7
N101|N101|2016-04-12|11:21:00|1|3
L52|L52|2016-05-11|04:17:00|2|0
restaurant|L53|2016-05-09|22:58:00|2|6
restaurant|L53|2016-05-08|05:02:00|3|14
L53|L53|2016-05-06|12:31:00|2|2
S43|S43|2016-06-27|01:16:00|1|7
restaurant|L43|2016-06-24|10:38:00|2|9
L43|L43|2016-06-25|17:29:00|2|6
S82|S82|2016-04-29|23:06:00|3|8
restaurant|S83|2016-04-30|02:00:00|4|13
S83|S83|2016-04-29|00:41:00|3|6
restaurant|S84|2016-05-01|13:34:00|4|1
restaurant|S84|2016-05-03|09:49:00|2|9
L44|L44|2016-06-27|13:19:00|1|10
restaurant|L44|2016-06-27|06:19:00|4|11
S100|S100|2016-04-16|08:00:00|2|13
restaurant|S100|2016-04-12|10:43:00|2|14
restaurant|S100|2016-04-09|20:29:00|1|10
restaurant|S101|2016-04-15|18:45:00|3|12
S101|S101|2016-04-07|19:14:00|3|7
restaurant|S101|2016-04-16|02:58:00|4|3
restaurant|S102|2016-04-18|00:08:00|2|4
S102|S102|2016-04-20|02:20:00|4|9
S102|S102|2016-04-11|23:28:00|3|5
S102|S102|2016-04-09|18:07:00|2|1
restaurant|D44|2016-06-05|12:11:00|3|12
S47|S47|2016-07-01|10:53:00|3|7
S53|S53|2016-07-01|05:53:00|1|15
restaurant|S94|2016-05-18|12:43:00|3|15
L22|L22|2016-06-04|17:41:00|5|9
L22|L22|2016-06-03|08:32:00|3|3
restaurant|S107|2016-06-17|03:16:00|3|5
restaurant|S107|2016-06-19|01:55:00|5|7
S108|S108|2016-06-23|19:58:00|4|3
S108|S108|2016-06-19|03:51:00|4|11
restaurant|S109|2016-06-21|07:28:00|4|14
restaurant|S109|2016-06-24|19:41:00|2|14
S110|S110|2016-06-23|20:32:00|5|1
L43|L43|2016-04-10|13:36:00|3|6
L43|L43|2016-04-10|15:10:00|1|8
restaurant|L44|2016-04-10|17:13:00|3|8
restaurant|S84|2016-05-31|08:47:00|3|13
S86|S86|2016-06-04|14:32:00|3|7
restaurant|L49|2016-05-15|18:17:00|2|11
restaurant|L49|2016-05-16|19:08:00|5|5
restaurant|L49|2016-05-19|11:54:00|3|1
L50|L50|2016-05-17|17:05:00|3|6
restaurant|L50|2016-05-18|19:37:00|1|8
restaurant|L50|2016-05-15|16:06:00|2|1
restaurant|L48|2016-04-17|05:17:00|3|6
L48|L48|2016-04-16|00:34:00|5|3
restaurant|L45|2016-06-25|18:03:00|1|13
L45|L45|2016-06-27|06:30:00|4|15
L46|L46|2016-06-25|05:04:00|4|3
restaurant|L46|2016-06-25|11:59:00|5|1
restaurant|L54|2016-05-04|02:59:00|3|15
restaurant|L54|2016-05-06|18:27:00|4|15
restaurant|L55|2016-05-06|22:21:00|4|0
restaurant|L55|2016-05-06|14:34:00|3|7
restaurant|L55|2016-05-08|03:49:00|4|6
restaurant|L41|2016-04-11|08:17:00|1|5
restaurant|L41|2016-04-09|22:58:00|1|1
restaurant|L39|2016-05-21|14:59:00|1|0
restaurant|L31|2016-05-13|20:36:00|1|10
L31|L31|2016-05-14|14:23:00|5|9
L33|L33|2016-05-13|01:51:00|5|1
restaurant|L33|2016-05-10|04:51:00|2|5
restaurant|L33|2016-05-09|17:33:00|2|13
restaurant|L33|2016-05-08|10:20:00|5|7
restaurant|L34|2016-05-11|15:19:00|5|9
L34|L34|2016-05-08|22:53:00|3|12
L34|L34|2016-05-10|00:29:00|3|12
restaurant|N74|2016-05-29|23:20:00|4|10
restaurant|L39|2016-05-15|09:00:00|2|13
L39|L39|2016-05-15|05:58:00|1|2
L39|L39|2016-05-19|05:29:00|5|9
L39|L39|2016-05-20|18:36:00|4|12
restaurant|L41|2016-05-21|15:25:00|3|6
L41|L41|2016-05-21|10:14:00|4|2
L42|L42|2016-05-20|01:13:00|4|1
restaurant|N78|2016-06-04|17:58:00|3|12
restaurant|N79|2016-06-04|03:46:00|5|10
restaurant|L25|2016-04-08|12:33:00|3|10
L47|L47|2016-06-06|10:04:00|3|13
restaurant|L47|2016-06-06|05:08:00|1|10
restaurant|L15|2016-06-19|17:32:00|3|4
L50|L50|2016-06-16|14:30:00|5|8
S85|S85|2016-04-27|04:44:00|4|11
S86|S86|2016-04-28|01:59:00|2|15
L48|L48|2016-06-28|15:30:00|3|13
S103|S103|2016-04-10|20:27:00|4|7
restaurant|S104|2016-04-12|22:23:00|4|11
restaurant|S108|2016-06-10|13:24:00|4|10
restaurant|S60|2016-04-09|02:52:00|3|14
S61|S61|2016-04-06|03:14:00|1|12
S61|S61|2016-04-09|15:30:00|5|2
restaurant|D42|2016-04-10|19:17:00|2|10
L29|L29|2016-05-02|17:18:00|4|2
restaurant|S37|2016-04-10|00:59:00|5|1
S38|S38|2016-04-07|19:25:00|5|8
L56|L56|2016-05-07|00:12:00|5|2
L56|L56|2016-05-05|04:00:00|4|6
restaurant|S97|2016-05-12|06:59:00|1|5
restaurant|L30|2016-05-02|05:56:00|1|1
N107|N107|2016-04-11|23:53:00|4|0
restaurant|S81|2016-04-16|06:35:00|3|5
S82|S82|2016-04-17|04:20:00|5|1
L44|L44|2016-04-27|22:12:00|1|13
L45|L45|2016-04-27|04:29:00|2|11
restaurant|L45|2016-04-28|00:10:00|2|9
restaurant|L51|2016-04-27|12:11:00|5|8
L51|L51|2016-04-26|20:59:00|2|6
restaurant|L54|2016-04-27|22:58:00|3|9
L54|L54|2016-04-26|01:44:00|2|3
S110|S110|2016-05-05|09:12:00|3|13
restaurant|S110|2016-05-10|21:22:00|3|8
restaurant|S110|2016-05-09|21:38:00|4|8
restaurant|S112|2016-05-07|01:26:00|2|11
restaurant|S112|2016-05-13|00:02:00|1|11
restaurant|S112|2016-05-06|17:03:00|3|7
restaurant|S96|2016-04-19|16:52:00|5|5
restaurant|S97|2016-04-19|21:34:00|2|9
restaurant|L30|2016-05-28|18:13:00|5|9
restaurant|L30|2016-05-30|10:05:00|4|7
L31|L31|2016-05-29|12:30:00|3|11
restaurant|L31|2016-05-29|17:31:00|2|12
L43|L43|2016-05-21|04:39:00|4|14
restaurant|L43|2016-05-18|14:36:00|4|8
L43|L43|2016-05-19|22:36:00|3|7
restaurant|L43|2016-05-21|15:35:00|1|4
L44|L44|2016-05-19|17:51:00|2|11
L44|L44|2016-05-18|12:35:00|1|3
restaurant|D31|2016-05-10|01:55:00|1|1
L30|L30|2016-06-06|08:32:00|4|9
restaurant|L45|2016-04-10|08:40:00|1|10
restaurant|L45|2016-04-15|13:57:00|1|7
L45|L45|2016-04-12|11:18:00|5|12
L2|L2|2016-07-05|00:20:00|5|13
restaurant|L3|2016-06-28|01:47:00|2|5
restaurant|L3|2016-07-03|17:04:00|2|0
L3|L3|2016-07-04|17:46:00|1|11
L3|L3|2016-07-06|23:28:00|1|1
restaurant|L3|2016-07-02|13:46:00|4|12
restaurant|L3|2016-06-27|23:52:00|3|14
restaurant|L3|2016-06-28|12:47:00|4|13
restaurant|S24|2016-04-27|23:48:00|1|9
restaurant|L46|2016-04-13|22:40:00|3|6
L46|L46|2016-04-13|02:51:00|5|15
restaurant|L51|2016-06-12|06:54:00|1|8
restaurant|S92|2016-04-27|07:10:00|4|6
S112|S112|2016-06-15|19:59:00|3|0
restaurant|S112|2016-06-10|12:16:00|3|9
S112|S112|2016-06-11|05:04:00|4|12
restaurant|L33|2016-05-27|06:35:00|2|8
S106|S106|2016-04-11|19:11:00|2|0
S107|S107|2016-04-10|05:05:00|4|3
restaurant|S107|2016-04-04|13:09:00|5|6
restaurant|S107|2016-04-11|00:32:00|3|8
restaurant|S108|2016-04-07|03:12:00|1|8
restaurant|S109|2016-04-04|08:38:00|5|1
S110|S110|2016-04-09|08:32:00|4|6
L46|L46|2016-05-22|12:30:00|3|13
restaurant|L46|2016-05-23|12:16:00|2|5
restaurant|S73|2016-05-21|22:45:00|5|2
restaurant|L53|2016-06-12|03:38:00|4|0
restaurant|L54|2016-06-15|16:35:00|1|12
restaurant|L54|2016-06-15|05:25:00|3|4
L54|L54|2016-06-11|01:46:00|1|2
S109|S109|2016-06-23|07:15:00|5|7
restaurant|L25|2016-06-10|02:14:00|3|6
L25|L25|2016-06-04|11:40:00|1|12
restaurant|L47|2016-06-24|00:32:00|1|11
restaurant|L47|2016-06-26|23:55:00|3|10
L47|L47|2016-06-22|08:47:00|1|3
restaurant|L46|2016-05-19|08:38:00|3|9
restaurant|L46|2016-05-19|17:41:00|4|2
restaurant|L30|2016-05-04|08:46:00|4|4
restaurant|L30|2016-05-05|15:07:00|4|2
N88|N88|2016-06-26|03:09:00|2|2
N89|N89|2016-06-19|07:56:00|4|1
restaurant|N90|2016-06-21|23:18:00|4|8
restaurant|N92|2016-06-22|03:55:00|5|9
S113|S113|2016-05-01|00:02:00|2|13
S113|S113|2016-05-04|07:28:00|5|6
S113|S113|2016-05-04|02:11:00|4|2
restaurant|S113|2016-04-30|12:02:00|5|4
S113|S113|2016-05-06|03:13:00|3|2
restaurant|S113|2016-05-13|06:23:00|3|14
restaurant|S114|2016-05-09|13:23:00|1|5
restaurant|S114|2016-04-30|17:26:00|3|9
S114|S114|2016-05-11|13:22:00|4|10
S114|S114|2016-05-04|19:18:00|5|7
S114|S114|2016-05-02|12:41:00|4|5
S115|S115|2016-05-14|08:20:00|2|2
S115|S115|2016-05-13|23:14:00|5|2
S115|S115|2016-05-10|10:41:00|1|10
S115|S115|2016-05-08|01:45:00|4|7
restaurant|S115|2016-05-18|19:48:00|4|0
restaurant|S115|2016-05-11|22:12:00|3|10
S116|S116|2016-05-05|03:30:00|1|9
S116|S116|2016-05-12|08:46:00|3|1
S116|S116|2016-05-02|15:15:00|4|13
restaurant|S116|2016-05-15|15:11:00|2|9
S116|S116|2016-05-08|08:04:00|5|3
restaurant|S116|2016-05-07|08:52:00|3|7
S117|S117|2016-05-09|22:30:00|4|2
restaurant|S117|2016-05-15|23:47:00|4|12
restaurant|S117|2016-05-17|20:36:00|3|2
restaurant|S117|2016-05-19|09:11:00|2|4
L64|L64|2016-06-26|08:39:00|1|8
S118|S118|2016-05-04|04:53:00|2|3
restaurant|S118|2016-05-11|01:47:00|4|4
S120|S120|2016-05-03|09:18:00|5|12
S120|S120|2016-05-09|19:02:00|4|15
L49|L49|2016-06-22|21:57:00|4|4
L49|L49|2016-06-22|17:07:00|3|9
restaurant|L49|2016-06-24|10:25:00|3|4
L50|L50|2016-06-20|07:48:00|1|10
L50|L50|2016-06-22|01:33:00|2|12
restaurant|L50|2016-06-24|16:09:00|5|8
S125|S125|2016-06-11|13:50:00|3|14
S118|S118|2016-06-08|23:13:00|4|8
restaurant|S120|2016-06-05|19:37:00|3|15
L55|L55|2016-06-14|12:09:00|4|11
restaurant|L55|2016-06-14|03:56:00|2|5
restaurant|X49|2016-05-26|01:48:00|5|8
X50|X50|2016-05-27|15:51:00|1|2
S95|S95|2016-05-22|07:57:00|2|11
S97|S97|2016-05-25|20:30:00|1|7
restaurant|L23|2016-04-20|02:23:00|5|15
restaurant|S101|2016-04-27|17:34:00|5|0
restaurant|S102|2016-04-29|09:33:00|3|6
restaurant|S102|2016-04-30|12:23:00|1|14
restaurant|S103|2016-04-23|07:32:00|2|1
restaurant|S103|2016-04-20|01:32:00|2|10
S105|S105|2016-04-24|01:36:00|3|3
S105|S105|2016-04-23|08:10:00|5|10
restaurant|L45|2016-06-01|04:45:00|3|14
L45|L45|2016-05-31|04:12:00|2|1
L50|L50|2016-04-18|17:02:00|1|15
L43|L43|2016-05-29|10:31:00|3|13
restaurant|L44|2016-05-28|20:15:00|4|7
restaurant|L27|2016-06-14|14:50:00|4|6
restaurant|S99|2016-05-13|20:00:00|2|14
restaurant|S101|2016-05-13|03:35:00|3|15
S102|S102|2016-05-15|21:00:00|1|9
restaurant|L56|2016-06-20|13:40:00|5|8
L56|L56|2016-06-19|10:50:00|2|10
restaurant|L56|2016-06-19|01:55:00|3|6
restaurant|S116|2016-06-21|20:41:00|5|13
L35|L35|2016-05-14|14:49:00|5|2
restaurant|L35|2016-05-12|09:41:00|1|12
restaurant|L48|2016-05-13|05:55:00|5|1
L48|L48|2016-05-22|18:21:00|4|15
restaurant|L48|2016-05-12|15:09:00|3|7
restaurant|L48|2016-05-17|01:20:00|3|7
restaurant|L48|2016-05-19|14:57:00|2|2
restaurant|N147|2016-05-14|03:36:00|4|4
N148|N148|2016-05-08|03:28:00|4|3
S122|S122|2016-05-08|00:56:00|1|1
restaurant|X43|2016-05-26|16:35:00|1|7
restaurant|L49|2016-05-21|06:53:00|4|6
restaurant|L49|2016-05-22|07:48:00|1|11
L49|L49|2016-05-20|04:00:00|2|8
L49|L49|2016-05-20|22:17:00|3|13
L50|L50|2016-05-20|23:11:00|1|5
restaurant|L50|2016-05-17|16:47:00|3|8
restaurant|L50|2016-05-17|21:58:00|3|5
restaurant|L39|2016-06-05|11:44:00|1|0
restaurant|L39|2016-06-06|12:00:00|5|5
restaurant|D33|2016-04-20|20:13:00|4|3
restaurant|D34|2016-05-02|01:22:00|5|6
S115|S115|2016-06-14|03:17:00|2|6
S119|S119|2016-06-17|14:22:00|3|10
restaurant|S104|2016-05-15|05:54:00|5|8
S107|S107|2016-05-12|14:05:00|2|15
L49|L49|2016-06-14|09:10:00|4|2
L49|L49|2016-06-11|11:59:00|1|8
restaurant|L49|2016-04-12|06:29:00|3|4
restaurant|L21|2016-04-24|06:48:00|5|5
L21|L21|2016-04-17|11:52:00|5|3
restaurant|L21|2016-04-23|21:16:00|4|9
restaurant|L21|2016-04-23|14:10:00|2|7
L21|L21|2016-04-26|18:11:00|1|10
L47|L47|2016-05-29|08:29:00|2|8
L47|L47|2016-05-31|03:30:00|5|10
L47|L47|2016-05-31|13:40:00|2|4
S167|S167|2016-05-02|06:55:00|4|10
restaurant|S168|2016-05-02|20:46:00|3|3
S90|S90|2016-05-31|08:12:00|1|15
S110|S110|2016-05-14|19:28:00|1|7
